-5.355286186182888281e+13,1.098199141551069922e+13,-1.340072472433131104e+12,-4.034608824942060547e+11,-8.159125358264963379e+11,-2.137135882846857910e+11,-1.983121769923777832e+12,-2.022227191373390137e+12,8.931478186960220337e+10,5.265978679175848389e+10,-8.557793381627546692e+10,3.038582049392454910e+10,2.026821758372137451e+10,-7.945096048556533813e+09,8.719148229143833923e+10,2.021260413626793861e+09,2.379876380388218689e+11,-7.876294385937396049e+09,-8.250621692077201843e+10,-1.526680934187255554e+11,-2.125657051057266235e+10,-3.120771116981057644e+09,-4.898142254930304527e+09,3.832511777657708740e+10,1.426600898523437500e+09,1.141908357761914062e+10,-3.353867313800048828e+09,-2.729089276926910400e+09,-2.334658596720126629e+09,1.327763991782666588e+10
-5.281247818588600000e+13,1.044255832223862695e+13,-1.211022793746650391e+12,-3.430586580677354126e+11,-1.019104014912428833e+12,-1.952092950286731873e+11,-1.909954272724493408e+12,-2.077366671419249268e+12,3.977980826592776489e+10,8.980527672373059082e+10,-7.179294796499088287e+09,2.170335357167491531e+10,3.177245991557779789e+09,2.505676196558293819e+09,5.944195031204157257e+10,-9.812443406612089157e+09,2.554709883403048401e+11,1.440543217220089722e+10,-7.541798252729571533e+10,-1.587379777970099182e+11,-2.327490274557723618e+10,-1.223399473640566063e+10,-4.484926379825462341e+09,4.916169434765069580e+10,1.799645903291015625e+09,6.764487700568359375e+09,-1.605706548641455078e+10,3.481583442511840820e+09,5.522360998438643456e+09,-2.718259022275855541e+09
-5.356853216543118750e+13,1.097892858323850977e+13,-1.346452771227707520e+12,-4.080985052310206299e+11,-8.077632097984841309e+11,-2.131261955140903625e+11,-1.987521935815740967e+12,-2.016058474351266357e+12,8.205250620369720459e+10,5.809491219912987518e+10,-8.919288983701574707e+10,3.239119666807251740e+10,2.475272965208200836e+10,-8.954697050421661377e+09,8.793480146437368774e+10,1.579419290855102301e+09,2.333820369606274414e+11,-9.560213889585765839e+09,-7.960731635956759644e+10,-1.507170546556942139e+11,-2.063534973977995300e+10,-2.790843797613620758e+09,-1.034064914844881058e+10,3.271053937813449860e+10,4.473064049957031250e+09,7.742968296529296875e+09,-1.638012501628173828e+09,4.320298054669616699e+09,-3.027258097357619762e+09,2.260260628802579498e+10
-5.352101226874242188e+13,1.097806570526666211e+13,-1.346834685070822510e+12,-3.996588777135041504e+11,-8.053472812031437988e+11,-2.072469419349176941e+11,-1.987887857529882812e+12,-2.006488554191414062e+12,8.299762990804896545e+10,5.435891859453313446e+10,-9.389383277668493652e+10,3.674177400367841339e+10,1.733014207285203552e+10,-1.723950022928116608e+10,8.562497707888111877e+10,9.879048315309499741e+09,2.334213579474157715e+11,-7.888944832306163788e+09,-8.204522664964186096e+10,-1.493634635410669556e+11,-1.762552141613780975e+10,6.157496044947928935e+07,-1.057667230706998253e+10,3.323640446385645676e+10,4.834927179690429688e+09,7.178342806750000000e+09,8.722421586315917969e+08,-8.828544001267089844e+08,-4.326460192777562141e+09,2.125892937562830353e+10
-5.324968664470967969e+13,1.050652436370049023e+13,-1.270429397486200684e+12,-4.457953714478689575e+11,-7.970790460916289062e+11,-2.152675556125058289e+11,-1.976266192069996094e+12,-2.053632339724810059e+12,7.493538536998338318e+10,6.468774060081746674e+10,-8.498554971849771118e+10,5.014825437273646545e+10,1.860501231913865662e+10,-2.143224346948131561e+09,7.910332534680426025e+10,1.285332756379796743e+09,2.545549664524153442e+11,-5.055625120351506233e+09,-7.749188463197894287e+10,-1.590731136143649292e+11,-2.499893230041760254e+10,-1.145472234446278381e+10,-3.416085609321907520e+09,4.985685768185526276e+10,1.057344461998046875e+09,4.447595406580078125e+09,-1.541029961299462891e+10,2.181845994006774902e+09,6.478898283174183846e+09,-1.797361129951406956e+09
-5.353440732295415625e+13,1.097861955762810742e+13,-1.346490846849323242e+12,-4.017498617924741821e+11,-8.060465838853271484e+11,-2.090436818183766479e+11,-1.987603172098122559e+12,-2.009210894515987061e+12,8.321562366930943298e+10,5.514972359973020935e+10,-9.247781351840014648e+10,3.550333460868465424e+10,1.932945997366803360e+10,-1.480892910835114098e+10,8.633564603566296387e+10,7.427904508924378395e+09,2.324300744776530151e+11,-8.285694664914852142e+09,-8.138761898819171143e+10,-1.501506537789112549e+11,-1.830686147337802124e+10,-2.887399463522133827e+08,-1.003749380280892181e+10,3.248970740712574005e+10,4.844830957224609375e+09,7.334786913908203125e+09,6.408929357592773438e+08,-9.877825548013000488e+08,-4.356982934810969353e+09,2.158443431419583511e+10
-5.183810125463656250e+13,1.092964361657234766e+13,-1.223571640501005371e+12,8.296180311087896729e+10,-2.323106745716315308e+11,-8.975761072448836670e+11,-2.331156406402355469e+12,-1.891214596434146973e+12,2.018520896280701294e+11,-2.200434397305895386e+11,-9.029201066837086182e+11,3.567517864162622070e+11,1.555969286105263329e+10,-2.783945320057625732e+11,2.174047036257764282e+11,4.603577812942692871e+11,2.421694597373727112e+11,-9.605686642400366211e+10,-2.476665255679270630e+11,-1.429655715958368835e+11,-1.810139270433140869e+11,4.430716480742464447e+10,6.264275642341740608e+09,4.186002028740556717e+09,-2.703877864478808594e+11,-3.088092422922539062e+11,-4.109881113719726562e+09,-1.805409480981933594e+09,1.451843987872060776e+10,8.590372335756849289e+09
-5.356249134685888281e+13,1.098845005650533984e+13,-1.348385391640842285e+12,-4.068151152671396484e+11,-8.100442760861937256e+11,-2.109967413519377136e+11,-1.997145318351501221e+12,-2.043925061007801514e+12,8.064459109785217285e+10,6.063502915821641541e+10,-9.125952661126979065e+10,3.192519146948040390e+10,2.482801474649150467e+10,-1.008125135155153656e+10,8.608761065697668457e+10,1.817799794336940765e+09,2.516432314534058838e+11,-1.068222108692794800e+10,-7.999581853639453125e+10,-1.569937507512780151e+11,-2.449042953472891235e+10,-1.245358007967171860e+10,-4.364098794408032417e+09,4.747889655783305359e+10,3.564365639878906250e+09,6.371460027060546875e+09,-1.616184844325524902e+10,3.210326855363494873e+09,5.369434156996370316e+09,-1.435809823704190731e+09
-5.356670733595739844e+13,1.098523015960384375e+13,-1.348238593675275879e+12,-4.070666497150786133e+11,-8.085969876648399658e+11,-2.132461055083595581e+11,-1.994256213372569580e+12,-2.033709609535461914e+12,8.113396356976332092e+10,5.798580556120806885e+10,-8.900193003828462219e+10,3.301086547775341034e+10,2.470754117540135193e+10,-1.009855808420294952e+10,8.740417705023583984e+10,2.128401407443387270e+09,2.452350234313856812e+11,-9.589841387689622879e+09,-8.005663544177723694e+10,-1.571172687392316589e+11,-2.385388131061344147e+10,-1.070677004081148720e+10,-4.516757170577046394e+09,4.542494225851477814e+10,3.767099553110351562e+09,7.040143999953125000e+09,-1.205924250534106445e+10,-9.755176672519836426e+08,8.423893599709465027e+09,-6.127917983199388504e+09
-5.356206897046048438e+13,1.098987247813432227e+13,-1.348856856070681396e+12,-4.069853427735700684e+11,-8.087087065418475342e+11,-2.123182952367476196e+11,-1.996913477301432617e+12,-2.046376808021078857e+12,8.007368419278601074e+10,5.853046970516979218e+10,-8.886260472213259888e+10,3.299064804649001694e+10,2.529348202736840820e+10,-8.485491223628842354e+09,8.763137156520930481e+10,1.593692594218114614e+09,2.524176733958321533e+11,-1.044447687184420204e+10,-7.891801316645652771e+10,-1.589167652790324707e+11,-2.460174924173353958e+10,-1.157737347964700127e+10,-3.588958096949985027e+09,4.828462083551583862e+10,3.481262349313476562e+09,6.691551291683593750e+09,-1.506714669744738770e+10,2.725191536477722168e+09,5.503025584310412407e+09,-1.668379956675526619e+09
